timestamp,author,time_in_seconds,message,time_text
1584514193370293,yufang lin,1155,都抓出來才能控制,19:15
1584514194045097,哭哭喔,1156,慘,19:16
1584514194168258,Cing Yun,1156,最右邊沒看過,19:16
1584514194379572,拎北吸佛哥喇,1156,小夫,19:16
1584514194721734,Ryan,1157,猜12,19:17
1584514195960972,Rebecca Chang,1158,兩排！！,19:18
1584514196033850,RJ Syu,1158,新人是誰,19:18
1584514196205242,Ina Lin,1158,好多人,19:18
1584514196253442,Taiwan Can Help✨,1158,多了沒背心的成員,19:18
1584514196405248,jessie WW,1158,好多新人,19:18
1584514197336673,林晏瑜,1159,安安,19:19
1584514197888016,yufang lin,1160,不要怕,19:20
1584514198014247,杜易宸,1160,有張教授,19:20
1584514198299422,Lin Rune,1160,今天人多!,19:20
1584514198699492,carol Lee,1160,ㄜ,19:20
1584514199225276,哭哭喔,1161,唉,19:21
1584514199478884,Wu Peggy,1161,後面好多人@@,19:21
1584514200538545,Ler Tay,1162,台灣加油,19:22
1584514200540796,w LIN,1162,呼~,19:22
1584514201318857,Mermaid Wu,1163,Q___________________Q,19:23
1584514201439045,cai ying LIN,1163,大家輕著點點,19:23
1584514201603705,Ling L,1163,醫護人員和防疫人員都辛苦了,19:23
1584514202106397,生徒D,1164,午安,19:24
1584514205816924,Mermaid Wu,1167,怕爆,19:27
1584514205969024,超姜維,1167,今天打者看起來如何,19:27
1584514206189531,如月言寺,1167,不要緊張,19:27
1584514206272215,xxx yapin,1167,武漢肺炎，中時廢言。,19:27
1584514206927812,黃畇涵,1168,台灣💪🏼加油！謹慎防疫,19:28
1584514206939489,Jessie888,1168,嚴重焦慮中,19:28
1584514207858745,Han T,1169,後面好多人,19:29
1584514208097462,jge櫻花花,1169,好多沒看過的人,19:29
1584514208385339,陳穆穆,1169,保證啦 土耳其團一定全中,19:29
1584514208412177,Ting JingYi,1169,line 跟 HTC,19:29
1584514208513600,cyliao91,1169,大家都努力好久了 要再一起努力守著,19:29
1584514209337773,生徒D,1170,詳詳,19:30
1584514209525856,anmy94660,1171,面色凝重😨,19:31
1584514209641673,fiance39,1171,看到張.....,19:31
1584514211272503,一一一,1172,社區防疫組組長🤔🤔,19:32
1584514211415136,芸Fion,1172,社區防疫組!!,19:32
1584514211658490,RJ Syu,1172,多好多人,19:32
1584514211776229,拎北吸佛哥喇,1172,有黑衣保鑣,19:32
1584514212606846,Ariel,1173,就是要把確診的全抓出來,19:33
1584514213123002,HUI CHIN TSAI,1174,給個讚，給衛福部打打氣,19:34
1584514214110033,tammy9413,1176,社區?,19:36
1584514215225103,木雅子,1177,台灣加油,19:37
1584514215420658,黃志傑,1177,人好多 出大事了,19:37
1584514217021511,洪泰豪,1179,50,19:39
1584514217534135,cyliao91,1179,line 跟htc,19:39
1584514219622379,cecilia,1181,希望不要2位數！霸拖~~~~好抖~~,19:41
1584514220430353,董素華,1182,社區…,19:42
1584514220569164,Monaha L,1182,官方帳號『疾管家』是政府與HTC / Line合作開發的唷！,19:42
1584514222999920,kateblue,1184,台灣加油,19:44
1584514223262029,yufang lin,1185,LINE跟HTC,19:45
1584514223371933,RJ Syu,1185,阿 ＬＩＮＥ,19:45
1584514224152635,SIT RD4,1186,看到張教授表示又有新的案例,19:46
1584514224191257,Fuffi,1186,好多人...,19:46
1584514224616372,jessie WW,1186,每天都好緊張喔,19:46
1584514225240596,Rebecca Chang,1187,ｌｉｎｅ！！！,19:47
1584514225555000,路路,1187,來看看到底還有多少台灣刁民又出國回來染病,19:47
1584514226980281,Ling L,1188,line台灣的董事總經理,19:48
1584514227772709,F JO,1189,小編辛苦了，不要怕中時，全民給妳靠！,19:49
1584514228544456,如月言寺,1190,好好配合就對了,19:50
1584514229000554,一斤의군,1190,加油,19:50
1584514229076449,林親切,1191,社區防疫組長!!!!感覺不妙了,19:51
1584514231415830,Wu Peggy,1193,LINE HTC,19:53
1584514231867870,solomonjlh,1194,社區防疫組......GG,19:54
1584514232097408,JEFF WU,1194,LINE,19:54
1584514232225371,wise huge,1194,IT 出動了,19:54
1584514233479187,anmy94660,1195,社區防疫組長😵,19:55
1584514233537163,Santalumy LIN,1195,下午有淳淳,19:55
1584514233719833,WJ Shao,1196,防疫人員來好多喔！,19:56
1584514233835443,y plintr,1196,大陣仗 怕,19:56
1584514234501114,asin Yang,1196,時鐘部長表情沉重，感覺有超過20,19:56
1584514234805140,Jessie888,1197,拜託,19:57
1584514234971581,cyliao91,1197,大家撐住,19:57
1584514235245770,Frankie Tseng,1197,LINE跟hTC?,19:57
1584514235606664,Loulou Pad,1197,為什麼那麼多,19:57
1584514236293587,謝寧,1198,好多人啊,19:58
1584514236401285,Ruby Hung,1198,23,19:58
1584514236520009,orange cheng,1198,社區防疫組...,19:58
1584514237159634,cai ying LIN,1199,line????,19:59
1584514237475053,CHOU ANDREW,1199,line,19:59
1584514239880962,Ting JingYi,1202,應該跟及管家有關,20:02
1584514241073522,Rebecca Chang,1203,ＨＴＣ！！,20:03
1584514241211751,謝寧,1203,嘆氣,20:03
1584514241280167,黃畇涵,1203,辛苦了大家,20:03
1584514242080585,Wade Jiang,1204,+23,20:04
1584514242409708,jessie WW,1204,LINE?????,20:04
1584514243575272,JuJu Chen,1205,數位+社區監控與減災................,20:05
1584514243908105,cyliao91,1206,+23,20:06
1584514243932162,RJ Syu,1206,LINE HTC出陣 不好,20:06
1584514244565631,拎北吸佛哥喇,1206,來宣傳貼圖?,20:06
1584514244674555,Yin Yin,1206,23,20:06
1584514244706192,Shih-Wei Yen,1206,好緊張,20:06
1584514245152936,Elena,1207,開獎了,20:07
1584514246356921,陳宇方,1208,23,20:08
1584514247178149,yufang lin,1209,23.............,20:09
1584514247838715,一斤의군,1209,IT,20:09
1584514248377348,陳建銘,1210,+23,20:10
1584514248431365,謝寧,1210,！！！！！！！！！,20:10
1584514248882807,Winnie the Shiba,1210,23…,20:10
1584514249036004,soon as,1211,天啊,20:11
1584514249151185,nico Joy,1211,紅莓會不會又來搗亂,20:11
1584514249518879,黃健軒,1211,+23,20:11
1584514249811835,Abigail Kang,1212,23,20:12
1584514249825180,carol Lee,1212,23,20:12
1584514249916345,JEFF WU,1212,+23,20:12
1584514250083828,Lin James,1212,+23,20:12
1584514250210239,陳穆穆,1212,土耳其團啦,20:12
1584514250230871,生徒D,1212,QQ,20:12
1584514250506109,Cing Yun,1212,天啊,20:12
1584514250770241,LeafLu,1213,+23,20:13
1584514250792183,anmy94660,1213,23😵😵😵😵,20:13
1584514251196376,Loulou Pad,1213,嚇死,20:13
1584514251216985,Monaha L,1213,官方帳號『疾管家』是政府與HTC / Line合作開發的唷！,20:13
1584514251352545,Ting JingYi,1213,23............,20:13
1584514251586471,SIT RD4,1213,天呀,20:13
1584514251709395,陳志賢,1214,+23,20:14
1584514251725883,Kao Moonscats,1214,😨,20:14
1584514251948451,Ling L,1214,+23,20:14
1584514252133767,黃畇涵,1214,😣😖😫,20:14
1584514252270461,INC0506,1214,...............,20:14
1584514252467121,RJ Syu,1214,+23,20:14
1584514252942603,F JO,1215,哇,20:15
1584514252984912,芸Fion,1215,23,20:15
1584514253018907,黃白白,1215,天,20:15
1584514253409104,早安饒炸,1215,幹,20:15
1584514253644940,HUI CHIN TSAI,1215,幹！,20:15
1584514253528242,carol Lee,1215,天啊,20:15
1584514253567445,ao y,1215,+23例,20:15
1584514254024367,Ling L,1216,天阿,20:16
1584514254283411,Meg Hung,1216,100整！！！！！,20:16
1584514254674036,林阿血,1216,......,20:16
1584514254708786,vincent Lin,1216,23,20:16
1584514255029101,asin Yang,1217,+23,20:17
1584514255054581,Ting JingYi,1217,100了.......,20:17
1584514255626035,李嘉琳,1217,23例子！！,20:17
1584514255807241,yufang lin,1217,直接破百=.=,20:17
1584514255815363,Rebecca Chang,1218,ｌｉｎｅ的好有形,20:18
1584514255988518,Milan,1218,昏倒啦!,20:18
1584514256013177,Shih-Wei Hsieh,1218,...,20:18
1584514256031991,Cherie Lai,1218,23,20:18
1584514256101404,莊端真,1218,果然破百了QQ,20:18
1584514256273123,cai ying LIN,1218,23傻眼,20:18
1584514256284339,-肖恩,1218,哇……,20:18
1584514256439332,Frankie Tseng,1218,哇~~~~,20:18
1584514256571812,Ting JingYi,1218,!!!!!!!!!,20:18
1584514256856247,Ariel,1219,幹,20:19
1584514257396441,Josh SHIH,1219,23,20:19
1584514257679886,衛生福利部疾病管制署,1219,大家午安,20:19
1584514257802760,Cynthia Lee,1219,23.............,20:19
1584514257946307,黃欽子,1220,啊QAQ,20:20
1584514258165389,Abigail Kang,1220,嚇死人,20:20
1584514258416390,Rebecca Chang,1220,２３？？？？？？？,20:20
1584514258579493,林開水,1220,23例,20:20
1584514258860996,larcaddict66669,1221,+23,20:21
1584514258941670,INC0506,1221,!!!!!!!!!!!!!!!!!,20:21
1584514259011357,cyliao91,1221,本土2例,20:21
1584514259715411,林鴻源,1222,+23,20:22
1584514259908576,小通趙,1222,23😱😱😱,20:22
1584514260241752,soon as,1222,我的媽,20:22
1584514260422113,Wu Peggy,1222,23.....,20:22
1584514260557204,Santalumy LIN,1222,天啊,20:22
1584514261065757,Elena,1223,23.......,20:23
1584514261230492,Shih-Wei Yen,1223,天阿Orz,20:23
1584514261241017,羅剎月狐,1223,不要~~很快😅,20:23
1584514261310296,MRAnn,1223,.............,20:23
1584514261374181,神此一說,1223,啊！～,20:23
1584514261414657,林秀點,1223,嚇,20:23
1584514261432978,jessie WW,1223,快哭了,20:23
1584514261676356,J H,1224,夭壽,20:24
1584514262487343,Lin Chen,1224,23 例,20:24
1584514262693867,如月言寺,1225,不怕不怕,20:25
1584514262941344,Mermaid Wu,1225,１００,20:25
1584514262951126,u8051888,1225,23........,20:25
1584514263070877,weibo sun,1225,23,20:25
1584514263490967,ohapiyo,1225,啊啊啊,20:25
1584514263520957,LeafLu,1225,100整,20:25
1584514263767591,Peng Mush,1226,!!!!!,20:26
1584514263921266,asin Yang,1226,100人了,20:26
1584514264025771,Fyne Yang,1226,😭😭😭😭😭,20:26
1584514264037600,謝寧,1226,本土orz,20:26
1584514264228436,黃譯德,1226,+23....,20:26
1584514264230685,不濃的頭目,1226,哭了,20:26
1584514264303277,生徒D,1226,幹,20:26
1584514264552245,Hsu Kate,1226,爆了,20:26
1584514264690530,Ina Lin,1227,23⋯⋯,20:27
1584514264985440,蕭玉涵,1227,天啊.....,20:27
1584514265076339,Loulou Pad,1227,乍聽還以為100例,20:27
1584514265923115,鳳林,1228,htc 來襯熱度,20:28
1584514266093043,Wu Peggy,1228,天啊=_=,20:28
1584514266120750,HUI CHIN TSAI,1228,一百了！！！,20:28
1584514266543988,ciao Ou,1228,哇嗚~,20:28
1584514266552152,李春惠,1228,哇！天阿,20:28
1584514266553945,Mermaid Wu,1228,１００,20:28
1584514266655016,寶寶,1229,....,20:29
1584514266663514,Home Home,1229,哇 23例,20:29
1584514266666884,Frankie Tseng,1229,天啊,20:29
1584514266728283,木雅子,1229,媽的,20:29
1584514268779278,Mamt Lee,1231,啊～～～ 23例,20:31
1584514269253640,K H,1231,77+23=100,20:31
1584514269312749,麥酒,1231,幹...,20:31
1584514269392643,黃小柔,1231,有心理準備 不怕不怕,20:31
1584514269506721,fang Lin,1232,😱😱😱,20:32
1584514270375389,謝寧,1232,編編午安,20:32
1584514270805434,deepblue5368,1233,媽呀,20:33
1584514271246269,林開水,1233,天啊,20:33
1584514271857386,劉小婕,1234,天啊啊啊啊啊啊啊,20:34
1584514272752238,拎北吸佛哥喇,1235,直接100.....,20:35
1584514273060675,Hanley,1235,....,20:35
1584514273690655,朱睿睿,1236,完了,20:36
1584514273704005,黃畇涵,1236,沈重,20:36
1584514273835830,羅剎月狐,1236,午安 小編,20:36
1584514273967591,Carrie Huang,1236,完了,20:36
1584514273976669,YaHsiu Huang,1236,好可怕!!,20:36
1584514274096200,張芷瑋,1236,被一群遊玩的人 爆發了,20:36
1584514274122899,如月言寺,1236,好好聽下去,20:36
1584514274168051,anmy94660,1236,馬德…………死愛出國,20:36
1584514274204813,Blue Blue,1236,午安,20:36
1584514274275595,陳穆穆,1236,土耳其團那團不意外啦,20:36
1584514274447439,佛朗,1236,23!,20:36
1584514274490647,INC0506,1236,三小,20:36
1584514274912976,陳建銘,1237,19+2+2,20:37
1584514274960751,寶寶,1237,Ahhhhhhhh,20:37
1584514275204233,瑪露,1237,23......好恐怖,20:37
1584514275355207,Mermaid Wu,1237,Q__________________________Q,20:37
1584514275369804,宇さん,1237,出國害死人,20:37
1584514275697846,Santalumy LIN,1238,天啊,20:38
1584514276079720,mu,1238,天哪…,20:38
1584514277277792,JuJu Chen,1239,本土2例???????????????????,20:39
1584514278357117,is87026,1240,這些出國的人 wtf,20:40
1584514278453894,林開水,1240,100了,20:40
1584514278855923,天翔,1241,乾 100 也太扯,20:41
1584514279312418,jessie WW,1241,又是歐洲!!!,20:41
1584514280856815,Ling-wei Kuo,1243,中時記者出來洗地,20:43
1584514281125583,cai ying LIN,1243,100個了 傻眼 嗚嗚嗚,20:43
1584514282572016,Nicole Liang,1244,天啊,20:44
1584514282861864,Taiwan Can Help✨,1245,回去撈果然又撈出一票……。,20:45
1584514282940635,weibo sun,1245,😱,20:45
1584514282990398,K H,1245,大家冷靜要團結,20:45
1584514283127973,FANN-CHEN PENG,1245,這些人,20:45
1584514283396174,鳳林,1245,..............滿100......................,20:45
1584514283830650,kessy liu,1246,100,20:46
1584514284610202,Mermaid Wu,1246,再玩啊再玩啊再玩啊再玩啊再玩啊再玩啊,20:46
1584514284548228,Brenda Wang,1246,😭😭😭😭😭😭😭,20:46
1584514285756307,江貞慧,1247,天啊！23例,20:47
1584514286512260,anychun,1248,⋯,20:48
1584514286836629,HUI CHIN TSAI,1248,出什麼國啊！！！！干,20:48
1584514286889641,-肖恩,1249,午安,20:49
1584514288465189,孫小蘭,1250,23~~~~~~~,20:50
1584514288534467,jge櫻花花,1250,3/18今天+23共案例100,20:50
1584514288767896,陳穆穆,1250,拜託公布地區好不好,20:50
1584514288801603,u9238099,1250,OMG！,20:50
1584514289508154,Jack Yang,1251,爆增,20:51
1584514289624639,JuJu Chen,1251,沒有旅遊史 QQ,20:51
1584514289819824,哭哭喔,1252,爛人 愛出國 幹,20:52
1584514290353154,張芷瑋,1252,大家撐住,20:52
1584514290609090,cyliao91,1252,大家撐住 台灣人要團結 不要一起崩潰（雖然我也好想哭,20:52
1584514291669615,Wu Peggy,1253,不要在出去玩了可以????,20:53
1584514291831019,蔡欣穎,1254,100...,20:54
1584514292340264,LD70701,1254,爆炸,20:54
1584514293125864,陳建銘,1255,案100無旅遊史,20:55
1584514293472132,Abigail Kang,1255,本土.....,20:55
1584514295585788,Ani Ani,1257,先冷靜下來！台灣加油！！！,20:57
1584514295608088,超姜維,1257,中時記者,20:57
1584514296472466,Jessie888,1258,痛哭流涕 本土的那個太危險了,20:58
1584514297029375,KUO Jenny,1258,😨,20:58
1584514297157798,佩不配,1259,破百,20:59
1584514298020649,朱睿睿,1259,终于破百,20:59
1584514298453084,李長玲,1260,阿嬤喂 破百啦～,21:00
1584514298568557,Wu Tsu Yi,1260,ㄇㄉㄈㄎ真的來了,21:00
1584514298639179,貓咪有幾種味道,1260,23例也太多,21:00
1584514299254363,杜易宸,1261,本土的第一百例,21:01
1584514300656091,K H,1261,沉重但要冷靜阿,21:01
1584514300923756,陳玟璇,1261,頭痛⋯⋯⋯,21:01
1584514301890992,寶寶,1262,我要哭了,21:02
1584514302845646,生徒D,1263,出國好浪漫,21:03
1584514303406608,全球,1264,要出國不要回來了好嗎,21:04
1584514304369209,太子,1265,大家先冷靜聽完,21:05
1584514304594808,jessie WW,1265,好想哭喔><,21:05
1584514304840948,F JO,1265,小編辛苦了，不要怕中時，全民給妳靠！,21:05
1584514304931476,B.C. Chang,1266,難怪突然限定居家檢疫,21:06
1584514305853097,Li Lee,1267,我哭,21:07
1584514306632208,cecilia,1268,唉唷喂阿~~~~+23...,21:08
1584514306889744,貓咪有幾種味道,1268,好想哭,21:08
1584514307639655,江貞慧,1269,還想出國...都出去不要回來了啦,21:09
1584514309707502,u8051888,1271,怕.....,21:11
1584514309286399,鄭詠倢,1271,怎麼都是生活單純的人中獎？,21:11
1584514309412176,tibby0620,1271,QQ,21:11
1584514310721489,Rebecca Chang,1272,崩潰,21:12
1584514310915984,承翰吳,1272,沒有旅遊史!!!!還得病 太恐怖了..,21:12
1584514311231156,HUA JIA,1272,直接滿一百QQ,21:12
1584514311504928,張芷瑋,1272,硬要去玩～～～～～～～～～～～～～～,21:12
1584514311846464,Lesley Sun,1273,本土案例,21:13
1584514312655917,黃畇涵,1274,旅遊團的真的是😭,21:14
1584514313273142,廢人,1274,大家冷靜,21:14
1584514314667964,yufang lin,1276,小孩.....,21:16
1584514314697390,jessie WW,1276,跟團的不意外,21:16
1584514315074082,Milan,1276,"各位指揮中心的主管們請保重,千萬顧好身體唯要",21:16
1584514315711659,INC0506,1277,可以不要出國嗎......害死台灣人,21:17
1584514316009056,陳米果,1277,😱😱😱,21:17
1584514317167186,Joey wu,1278,又是埃及團,21:18
1584514317451703,傲嬌女神,1278,靠！直接坐電梯上去,21:18
1584514317576731,木雅子,1279,完了,21:19
1584514318193681,joy lee,1279,"小編，中時說媒體監督是天職，要小編規範網路留言，請問媒體沒有任何的證據用了""假象""二字，引發人民恐慌，可以用""傳播假訊息""嚴辦吧。",21:19
1584514318296320,Panthera pardus,1279,小孩!,21:19
1584514319450658,deepblue5368,1280,100 是埃及團團員的家人,21:20
1584514319684832,HUI CHIN TSAI,1281,真的氣人啊！,21:21
1584514319945343,Cecilia C.,1281,23omg,21:21
1584514320065516,Ling L,1281,qq,21:21
1584514320176248,陳建銘,1281,埃及團確診團員延伸一個本土案例小孩,21:21
1584514321603148,S S,1282,哀 果然被那些愛出去的弄了,21:22
1584514322075631,KIM JI,1283,😢😢😢😢,21:23
1584514322470335,Abigail Kang,1283,.......................,21:23
1584514322544306,WJ Shao,1283,嚴格講本土只有1個,21:23
1584514322773608,Ani Ani,1284,埃及團、土耳其團等於病毒團,21:24
1584514323211196,Rebecca Chang,1284,又埃及團,21:24
1584514323795110,Chien-Kai Wang,1285,蠻穩定的趨勢，沒有在本土擴散，算不錯的情況,21:25
1584514323992583,yufang lin,1286,看吧，害到自己人,21:26
1584514324339194,ninko lin,1286,大家冷靜...很多是境外傳入.不要慌張,21:26
1584514324601734,林秀點,1286,去玩真可惡，染一堆病回來還要叫,21:26
1584514324628063,貓咪有幾種味道,1286,好想哭,21:26
